COUNTY,CANDIDATE,VOTES,TOTAL,PCT,RACE,PARTY
BELL,Glenn Hegar,6804,12353,55,Comptroller,Republican
BEXAR,Glenn Hegar,22378,58295,38,Comptroller,Republican
BLANCO,Glenn Hegar,511,1487,34,Comptroller,Republican
BORDEN,Glenn Hegar,77,184,42,Comptroller,Republican
BOSQUE,Glenn Hegar,1247,2294,54,Comptroller,Republican
BOWIE,Glenn Hegar,2233,7209,31,Comptroller,Republican
BRAZORIA,Glenn Hegar,8223,17078,48,Comptroller,Republican
BRAZOS,Glenn Hegar,4002,9583,42,Comptroller,Republican
BREWSTER,Glenn Hegar,114,438,26,Comptroller,Republican
BRISCOE,Glenn Hegar,119,291,41,Comptroller,Republican
BROOKS,Glenn Hegar,0,0,0,Comptroller,Republican
BROWN,Glenn Hegar,1921,5222,37,Comptroller,Republican
BURLESON,Glenn Hegar,451,1056,43,Comptroller,Republican
BURNET,Glenn Hegar,2130,5327,40,Comptroller,Republican
CALDWELL,Glenn Hegar,713,1151,62,Comptroller,Republican
CALHOUN,Glenn Hegar,629,929,68,Comptroller,Republican
CALLAHAN,Glenn Hegar,723,2105,34,Comptroller,Republican
CAMERON,Glenn Hegar,840,3540,24,Comptroller,Republican
CAMP,Glenn Hegar,411,860,48,Comptroller,Republican
CARSON,Glenn Hegar,346,901,38,Comptroller,Republican
CASS,Glenn Hegar,1146,2905,39,Comptroller,Republican
CASTRO,Glenn Hegar,256,581,44,Comptroller,Republican
CHAMBERS,Glenn Hegar,1601,3471,46,Comptroller,Republican
CHEROKEE,Glenn Hegar,2503,4588,55,Comptroller,Republican
CHILDRESS,Glenn Hegar,295,730,40,Comptroller,Republican
CLAY,Glenn Hegar,425,1247,34,Comptroller,Republican
COCHRAN,Glenn Hegar,240,563,43,Comptroller,Republican
COKE,Glenn Hegar,97,432,22,Comptroller,Republican
COLEMAN,Glenn Hegar,540,1402,39,Comptroller,Republican
COLLIN,Glenn Hegar,27280,40572,67,Comptroller,Republican
COLLINGSWORTH,Glenn Hegar,116,220,53,Comptroller,Republican
COLORADO,Glenn Hegar,1643,2297,72,Comptroller,Republican
COMAL,Glenn Hegar,6028,13514,45,Comptroller,Republican
COMANCHE,Glenn Hegar,847,1527,55,Comptroller,Republican
CONCHO,Glenn Hegar,78,356,22,Comptroller,Republican
COOKE,Glenn Hegar,2051,4168,49,Comptroller,Republican
CORYELL,Glenn Hegar,1439,3460,42,Comptroller,Republican
COTTLE,Glenn Hegar,88,285,31,Comptroller,Republican
CRANE,Glenn Hegar,149,539,28,Comptroller,Republican
CROCKETT,Glenn Hegar,13,61,21,Comptroller,Republican
CROSBY,Glenn Hegar,120,262,46,Comptroller,Republican
CULBERSON,Glenn Hegar,9,18,50,Comptroller,Republican
DALLAM,Glenn Hegar,182,407,45,Comptroller,Republican
DALLAS,Glenn Hegar,46255,75181,62,Comptroller,Republican
DAWSON,Glenn Hegar,523,1398,37,Comptroller,Republican
DEAF SMITH,Glenn Hegar,839,1891,44,Comptroller,Republican
DELTA,Glenn Hegar,430,829,52,Comptroller,Republican
DENTON,Glenn Hegar,20794,35113,59,Comptroller,Republican
DE WITT,Glenn Hegar,899,1422,63,Comptroller,Republican
DICKENS,Glenn Hegar,259,447,58,Comptroller,Republican
DIMMIT,Glenn Hegar,16,30,53,Comptroller,Republican
DONLEY,Glenn Hegar,303,683,44,Comptroller,Republican
DUVAL,Glenn Hegar,0,0,0,Comptroller,Republican
EASTLAND,Glenn Hegar,1083,2360,46,Comptroller,Republican
ECTOR,Glenn Hegar,3144,7322,43,Comptroller,Republican
EDWARDS,Glenn Hegar,102,305,33,Comptroller,Republican
ELLIS,Glenn Hegar,6970,12172,57,Comptroller,Republican
EL PASO,Glenn Hegar,2692,9089,30,Comptroller,Republican
ERATH,Glenn Hegar,1562,3339,47,Comptroller,Republican
FALLS,Glenn Hegar,473,949,50,Comptroller,Republican
FANNIN,Glenn Hegar,1196,2324,51,Comptroller,Republican
FAYETTE,Glenn Hegar,2909,3776,77,Comptroller,Republican
FISHER,Glenn Hegar,125,221,57,Comptroller,Republican
FLOYD,Glenn Hegar,350,865,40,Comptroller,Republican
FOARD,Glenn Hegar,0,0,0,Comptroller,Republican
FORT BEND,Glenn Hegar,18161,26936,67,Comptroller,Republican
FRANKLIN,Glenn Hegar,611,1262,48,Comptroller,Republican
FREESTONE,Glenn Hegar,1074,1998,54,Comptroller,Republican
FRIO,Glenn Hegar,0,0,0,Comptroller,Republican
GAINES,Glenn Hegar,614,1328,46,Comptroller,Republican
GALVESTON,Glenn Hegar,6716,16514,41,Comptroller,Republican
GARZA,Glenn Hegar,210,506,42,Comptroller,Republican
GILLESPIE,Glenn Hegar,1070,3762,28,Comptroller,Republican
GLASSCOCK,Glenn Hegar,89,195,46,Comptroller,Republican
GOLIAD,Glenn Hegar,576,875,66,Comptroller,Republican
GONZALES,Glenn Hegar,924,1511,61,Comptroller,Republican
GRAY,Glenn Hegar,877,1941,45,Comptroller,Republican
GRAYSON,Glenn Hegar,3340,9169,36,Comptroller,Republican
GREGG,Glenn Hegar,3012,7124,42,Comptroller,Republican
GRIMES,Glenn Hegar,752,1512,50,Comptroller,Republican
GUADALUPE,Glenn Hegar,4351,10354,42,Comptroller,Republican
HALE,Glenn Hegar,884,2232,40,Comptroller,Republican
HALL,Glenn Hegar,78,180,43,Comptroller,Republican
HAMILTON,Glenn Hegar,576,1115,52,Comptroller,Republican
HANSFORD,Glenn Hegar,382,901,42,Comptroller,Republican
HARDEMAN,Glenn Hegar,41,164,25,Comptroller,Republican
HARDIN,Glenn Hegar,2203,6173,36,Comptroller,Republican
HARRIS,Glenn Hegar,66599,127060,52,Comptroller,Republican
HARRISON,Glenn Hegar,1554,4441,35,Comptroller,Republican
HARTLEY,Glenn Hegar,398,757,53,Comptroller,Republican
HASKELL,Glenn Hegar,149,242,62,Comptroller,Republican
HAYS,Glenn Hegar,3565,7683,46,Comptroller,Republican
HEMPHILL,Glenn Hegar,190,471,40,Comptroller,Republican
HENDERSON,Glenn Hegar,4160,7785,53,Comptroller,Republican
HIDALGO,Glenn Hegar,1131,5388,21,Comptroller,Republican
HILL,Glenn Hegar,2951,5115,58,Comptroller,Republican
HOCKLEY,Glenn Hegar,693,1632,42,Comptroller,Republican
HOOD,Glenn Hegar,3716,7213,52,Comptroller,Republican
HOPKINS,Glenn Hegar,1732,2718,64,Comptroller,Republican
HOUSTON,Glenn Hegar,721,1622,44,Comptroller,Republican
HOWARD,Glenn Hegar,1054,2736,39,Comptroller,Republican
HUDSPETH,Glenn Hegar,0,0,0,Comptroller,Republican
HUNT,Glenn Hegar,3776,7044,54,Comptroller,Republican
HUTCHINSON,Glenn Hegar,965,2200,44,Comptroller,Republican
IRION,Glenn Hegar,67,217,31,Comptroller,Republican
JACK,Glenn Hegar,395,785,50,Comptroller,Republican
JACKSON,Glenn Hegar,851,1164,73,Comptroller,Republican
JASPER,Glenn Hegar,751,2010,37,Comptroller,Republican
JEFF DAVIS,Glenn Hegar,61,267,23,Comptroller,Republican
JEFFERSON,Glenn Hegar,3759,9124,41,Comptroller,Republican
JIM HOGG,Glenn Hegar,1,10,10,Comptroller,Republican
JIM WELLS,Glenn Hegar,190,516,37,Comptroller,Republican
JOHNSON,Glenn Hegar,5914,10816,55,Comptroller,Republican
JONES,Glenn Hegar,731,1554,47,Comptroller,Republican
KARNES,Glenn Hegar,121,307,39,Comptroller,Republican
KAUFMAN,Glenn Hegar,4945,8352,59,Comptroller,Republican
KENDALL,Glenn Hegar,1946,5465,36,Comptroller,Republican
KENEDY,Glenn Hegar,3,15,20,Comptroller,Republican
KENT,Glenn Hegar,65,104,63,Comptroller,Republican
KERR,Glenn Hegar,1750,8657,20,Comptroller,Republican
KIMBLE,Glenn Hegar,176,1064,17,Comptroller,Republican
KING,Glenn Hegar,25,52,48,Comptroller,Republican
KINNEY,Glenn Hegar,77,281,27,Comptroller,Republican
KLEBERG,Glenn Hegar,244,789,31,Comptroller,Republican
KNOX,Glenn Hegar,155,402,39,Comptroller,Republican
LAMAR,Glenn Hegar,2321,4568,51,Comptroller,Republican
LAMB,Glenn Hegar,495,1214,41,Comptroller,Republican
LAMPASAS,Glenn Hegar,798,2217,36,Comptroller,Republican
LA SALLE,Glenn Hegar,4,7,57,Comptroller,Republican
LAVACA,Glenn Hegar,1561,2255,69,Comptroller,Republican
LEE,Glenn Hegar,609,1058,58,Comptroller,Republican
LEON,Glenn Hegar,1015,2426,42,Comptroller,Republican
LIBERTY,Glenn Hegar,3025,5942,51,Comptroller,Republican
LIMESTONE,Glenn Hegar,877,2077,42,Comptroller,Republican
LIPSCOMB,Glenn Hegar,218,558,39,Comptroller,Republican
LIVE OAK,Glenn Hegar,242,739,33,Comptroller,Republican
LLANO,Glenn Hegar,1471,3770,39,Comptroller,Republican
LOVING,Glenn Hegar,3,10,30,Comptroller,Republican
LUBBOCK,Glenn Hegar,9904,21336,46,Comptroller,Republican
LYNN,Glenn Hegar,441,919,48,Comptroller,Republican
MADISON,Glenn Hegar,565,1534,37,Comptroller,Republican
MARION,Glenn Hegar,224,593,38,Comptroller,Republican
MARTIN,Glenn Hegar,232,685,34,Comptroller,Republican
MASON,Glenn Hegar,290,1075,27,Comptroller,Republican
MATAGORDA,Glenn Hegar,1264,1691,75,Comptroller,Republican
MAVERICK,Glenn Hegar,23,76,30,Comptroller,Republican
MCCULLOCH,Glenn Hegar,214,1520,14,Comptroller,Republican
MCLENNAN,Glenn Hegar,5832,10458,56,Comptroller,Republican
MCMULLEN,Glenn Hegar,68,141,48,Comptroller,Republican
MEDINA,Glenn Hegar,1227,3940,31,Comptroller,Republican
MENARD,Glenn Hegar,69,479,14,Comptroller,Republican
MIDLAND,Glenn Hegar,4784,11442,42,Comptroller,Republican
MILAM,Glenn Hegar,992,2267,44,Comptroller,Republican
MILLS,Glenn Hegar,344,698,49,Comptroller,Republican
MITCHELL,Glenn Hegar,276,648,43,Comptroller,Republican
MONTAGUE,Glenn Hegar,841,2493,34,Comptroller,Republican
MONTGOMERY,Glenn Hegar,26780,39105,68,Comptroller,Republican
MOORE,Glenn Hegar,568,1239,46,Comptroller,Republican
MORRIS,Glenn Hegar,225,530,42,Comptroller,Republican
MOTLEY,Glenn Hegar,95,177,54,Comptroller,Republican
NACOGDOCHES,Glenn Hegar,2370,4966,48,Comptroller,Republican
NAVARRO,Glenn Hegar,2266,3907,58,Comptroller,Republican
NEWTON,Glenn Hegar,157,422,37,Comptroller,Republican
NOLAN,Glenn Hegar,427,998,43,Comptroller,Republican
NUECES,Glenn Hegar,3470,11179,31,Comptroller,Republican
OCHILTREE,Glenn Hegar,318,874,36,Comptroller,Republican
OLDHAM,Glenn Hegar,161,362,44,Comptroller,Republican
ORANGE,Glenn Hegar,2343,7043,33,Comptroller,Republican
PALO PINTO,Glenn Hegar,1478,2721,54,Comptroller,Republican
PANOLA,Glenn Hegar,859,2876,30,Comptroller,Republican
PARKER,Glenn Hegar,7218,11912,61,Comptroller,Republican
PARMER,Glenn Hegar,412,776,53,Comptroller,Republican
PECOS,Glenn Hegar,217,578,38,Comptroller,Republican
POLK,Glenn Hegar,2279,4995,46,Comptroller,Republican
POTTER,Glenn Hegar,2486,6534,38,Comptroller,Republican
PRESIDIO,Glenn Hegar,6,14,43,Comptroller,Republican
RAINS,Glenn Hegar,669,1097,61,Comptroller,Republican
RANDALL,Glenn Hegar,6388,12591,51,Comptroller,Republican
REAGAN,Glenn Hegar,65,259,25,Comptroller,Republican
REAL,Glenn Hegar,194,873,22,Comptroller,Republican
RED RIVER,Glenn Hegar,577,1254,46,Comptroller,Republican
REEVES,Glenn Hegar,0,0,0,Comptroller,Republican
REFUGIO,Glenn Hegar,301,551,55,Comptroller,Republican
ROBERTS,Glenn Hegar,108,259,42,Comptroller,Republican
ROBERTSON,Glenn Hegar,507,1173,43,Comptroller,Republican
ROCKWALL,Glenn Hegar,3800,7182,53,Comptroller,Republican
RUNNELS,Glenn Hegar,366,1536,24,Comptroller,Republican
RUSK,Glenn Hegar,1734,4111,42,Comptroller,Republican
SABINE,Glenn Hegar,745,1463,51,Comptroller,Republican
SAN AUGUSTINE,Glenn Hegar,341,666,51,Comptroller,Republican
SAN JACINTO,Glenn Hegar,1078,2310,47,Comptroller,Republican
SAN PATRICIO,Glenn Hegar,822,2603,32,Comptroller,Republican
SAN SABA,Glenn Hegar,309,883,35,Comptroller,Republican
SCHLEICHER,Glenn Hegar,70,418,17,Comptroller,Republican
SCURRY,Glenn Hegar,462,1530,30,Comptroller,Republican
SHACKELFORD,Glenn Hegar,219,415,53,Comptroller,Republican
SHELBY,Glenn Hegar,753,2422,31,Comptroller,Republican
SHERMAN,Glenn Hegar,175,324,54,Comptroller,Republican
SMITH,Glenn Hegar,9170,19093,48,Comptroller,Republican
SOMERVELL,Glenn Hegar,637,1394,46,Comptroller,Republican
STARR,Glenn Hegar,0,0,0,Comptroller,Republican
STEPHENS,Glenn Hegar,714,1616,44,Comptroller,Republican
STERLING,Glenn Hegar,71,325,22,Comptroller,Republican
STONEWALL,Glenn Hegar,20,47,43,Comptroller,Republican
SUTTON,Glenn Hegar,117,629,19,Comptroller,Republican
SWISHER,Glenn Hegar,179,394,45,Comptroller,Republican
TARRANT,Glenn Hegar,50906,86205,59,Comptroller,Republican
TAYLOR,Glenn Hegar,5442,11304,48,Comptroller,Republican
TERRELL,Glenn Hegar,36,96,38,Comptroller,Republican
TERRY,Glenn Hegar,523,1536,34,Comptroller,Republican
THROCKMORTON,Glenn Hegar,89,290,31,Comptroller,Republican
TITUS,Glenn Hegar,652,1494,44,Comptroller,Republican
TOM GREEN,Glenn Hegar,1726,7622,23,Comptroller,Republican
TRAVIS,Glenn Hegar,14227,30261,47,Comptroller,Republican
TRINITY,Glenn Hegar,851,2007,42,Comptroller,Republican
TYLER,Glenn Hegar,674,2090,32,Comptroller,Republican
UPSHUR,Glenn Hegar,1864,3572,52,Comptroller,Republican
UPTON,Glenn Hegar,27,107,25,Comptroller,Republican
UVALDE,Glenn Hegar,275,1334,21,Comptroller,Republican
VAL VERDE,Glenn Hegar,263,1052,25,Comptroller,Republican
VAN ZANDT,Glenn Hegar,3190,5554,57,Comptroller,Republican
VICTORIA,Glenn Hegar,4165,6037,69,Comptroller,Republican
WALKER,Glenn Hegar,1854,4513,41,Comptroller,Republican
WALLER,Glenn Hegar,3018,3823,79,Comptroller,Republican
WARD,Glenn Hegar,224,609,37,Comptroller,Republican
WASHINGTON,Glenn Hegar,3053,4199,73,Comptroller,Republican
WEBB,Glenn Hegar,188,1098,17,Comptroller,Republican
WHARTON,Glenn Hegar,2805,3674,76,Comptroller,Republican
WHEELER,Glenn Hegar,286,610,47,Comptroller,Republican
WICHITA,Glenn Hegar,1779,6985,25,Comptroller,Republican
WILBARGER,Glenn Hegar,236,720,33,Comptroller,Republican
WILLACY,Glenn Hegar,25,121,21,Comptroller,Republican
WILLIAMSON,Glenn Hegar,10736,22121,49,Comptroller,Republican
WILSON,Glenn Hegar,1388,3551,39,Comptroller,Republican
WINKLER,Glenn Hegar,281,719,39,Comptroller,Republican
WISE,Glenn Hegar,2429,5169,47,Comptroller,Republican
WOOD,Glenn Hegar,2380,4599,52,Comptroller,Republican
YOAKUM,Glenn Hegar,364,782,47,Comptroller,Republican
YOUNG,Glenn Hegar,709,1881,38,Comptroller,Republican
ZAPATA,Glenn Hegar,0,0,0,Comptroller,Republican
ZAVALA,Glenn Hegar,0,0,0,Comptroller,Republican
ANDERSON,Harvey Hilderbran,886,5238,17,Comptroller,Republican
ANDREWS,Harvey Hilderbran,380,1243,31,Comptroller,Republican
ANGELINA,Harvey Hilderbran,2621,7479,35,Comptroller,Republican
ARANSAS,Harvey Hilderbran,766,2834,27,Comptroller,Republican
ARCHER,Harvey Hilderbran,417,1088,38,Comptroller,Republican
ARMSTRONG,Harvey Hilderbran,157,468,34,Comptroller,Republican
ATASCOSA,Harvey Hilderbran,526,1503,35,Comptroller,Republican
AUSTIN,Harvey Hilderbran,515,3507,15,Comptroller,Republican
BAILEY,Harvey Hilderbran,155,436,36,Comptroller,Republican
BANDERA,Harvey Hilderbran,1358,2752,49,Comptroller,Republican
BASTROP,Harvey Hilderbran,798,4327,18,Comptroller,Republican
BAYLOR,Harvey Hilderbran,146,435,34,Comptroller,Republican
BEE,Harvey Hilderbran,392,1194,33,Comptroller,Republican
BELL,Harvey Hilderbran,2521,12353,20,Comptroller,Republican
BEXAR,Harvey Hilderbran,21444,58295,37,Comptroller,Republican
BLANCO,Harvey Hilderbran,622,1487,42,Comptroller,Republican
BORDEN,Harvey Hilderbran,64,184,35,Comptroller,Republican
BOSQUE,Harvey Hilderbran,427,2294,19,Comptroller,Republican
BOWIE,Harvey Hilderbran,1846,7209,26,Comptroller,Republican
BRAZORIA,Harvey Hilderbran,3615,17078,21,Comptroller,Republican
BRAZOS,Harvey Hilderbran,3539,9583,37,Comptroller,Republican
BREWSTER,Harvey Hilderbran,197,438,45,Comptroller,Republican
BRISCOE,Harvey Hilderbran,112,291,38,Comptroller,Republican
BROOKS,Harvey Hilderbran,0,0,0,Comptroller,Republican
BROWN,Harvey Hilderbran,1951,5222,37,Comptroller,Republican
BURLESON,Harvey Hilderbran,398,1056,38,Comptroller,Republican
BURNET,Harvey Hilderbran,1810,5327,34,Comptroller,Republican
CALDWELL,Harvey Hilderbran,187,1151,16,Comptroller,Republican
CALHOUN,Harvey Hilderbran,152,929,16,Comptroller,Republican
CALLAHAN,Harvey Hilderbran,591,2105,28,Comptroller,Republican
CAMERON,Harvey Hilderbran,1305,3540,37,Comptroller,Republican
CAMP,Harvey Hilderbran,283,860,33,Comptroller,Republican
CARSON,Harvey Hilderbran,329,901,37,Comptroller,Republican
CASS,Harvey Hilderbran,614,2905,21,Comptroller,Republican
CASTRO,Harvey Hilderbran,238,581,41,Comptroller,Republican
CHAMBERS,Harvey Hilderbran,1048,3471,30,Comptroller,Republican
CHEROKEE,Harvey Hilderbran,1137,4588,25,Comptroller,Republican
CHILDRESS,Harvey Hilderbran,225,730,31,Comptroller,Republican
CLAY,Harvey Hilderbran,448,1247,36,Comptroller,Republican
COCHRAN,Harvey Hilderbran,125,563,22,Comptroller,Republican
COKE,Harvey Hilderbran,240,432,56,Comptroller,Republican
COLEMAN,Harvey Hilderbran,608,1402,43,Comptroller,Republican
COLLIN,Harvey Hilderbran,5593,40572,14,Comptroller,Republican
COLLINGSWORTH,Harvey Hilderbran,54,220,25,Comptroller,Republican
COLORADO,Harvey Hilderbran,301,2297,13,Comptroller,Republican
COMAL,Harvey Hilderbran,4775,13514,35,Comptroller,Republican
COMANCHE,Harvey Hilderbran,323,1527,21,Comptroller,Republican
CONCHO,Harvey Hilderbran,215,356,60,Comptroller,Republican
COOKE,Harvey Hilderbran,1065,4168,26,Comptroller,Republican
CORYELL,Harvey Hilderbran,932,3460,27,Comptroller,Republican
COTTLE,Harvey Hilderbran,78,285,27,Comptroller,Republican
CRANE,Harvey Hilderbran,162,539,30,Comptroller,Republican
CROCKETT,Harvey Hilderbran,35,61,57,Comptroller,Republican
CROSBY,Harvey Hilderbran,105,262,40,Comptroller,Republican
CULBERSON,Harvey Hilderbran,4,18,22,Comptroller,Republican
DALLAM,Harvey Hilderbran,123,407,30,Comptroller,Republican
DALLAS,Harvey Hilderbran,13307,75181,18,Comptroller,Republican
DAWSON,Harvey Hilderbran,499,1398,36,Comptroller,Republican
DEAF SMITH,Harvey Hilderbran,558,1891,30,Comptroller,Republican
DELTA,Harvey Hilderbran,179,829,22,Comptroller,Republican
DENTON,Harvey Hilderbran,5774,35113,16,Comptroller,Republican
DE WITT,Harvey Hilderbran,341,1422,24,Comptroller,Republican
DICKENS,Harvey Hilderbran,101,447,23,Comptroller,Republican
DIMMIT,Harvey Hilderbran,10,30,33,Comptroller,Republican
DONLEY,Harvey Hilderbran,197,683,29,Comptroller,Republican
DUVAL,Harvey Hilderbran,0,0,0,Comptroller,Republican
EASTLAND,Harvey Hilderbran,712,2360,30,Comptroller,Republican
ECTOR,Harvey Hilderbran,2743,7322,37,Comptroller,Republican
EDWARDS,Harvey Hilderbran,175,305,57,Comptroller,Republican
ELLIS,Harvey Hilderbran,1980,12172,16,Comptroller,Republican
EL PASO,Harvey Hilderbran,3060,9089,34,Comptroller,Republican
ERATH,Harvey Hilderbran,861,3339,26,Comptroller,Republican
FALLS,Harvey Hilderbran,294,949,31,Comptroller,Republican
FANNIN,Harvey Hilderbran,514,2324,22,Comptroller,Republican
FAYETTE,Harvey Hilderbran,388,3776,10,Comptroller,Republican
FISHER,Harvey Hilderbran,63,221,29,Comptroller,Republican
FLOYD,Harvey Hilderbran,359,865,42,Comptroller,Republican
FOARD,Harvey Hilderbran,0,0,0,Comptroller,Republican
FORT BEND,Harvey Hilderbran,4381,26936,16,Comptroller,Republican
FRANKLIN,Harvey Hilderbran,300,1262,24,Comptroller,Republican
FREESTONE,Harvey Hilderbran,394,1998,20,Comptroller,Republican
FRIO,Harvey Hilderbran,0,0,0,Comptroller,Republican
GAINES,Harvey Hilderbran,448,1328,34,Comptroller,Republican
GALVESTON,Harvey Hilderbran,3802,16514,23,Comptroller,Republican
GARZA,Harvey Hilderbran,189,506,37,Comptroller,Republican
GILLESPIE,Harvey Hilderbran,2040,3762,54,Comptroller,Republican
GLASSCOCK,Harvey Hilderbran,74,195,38,Comptroller,Republican
GOLIAD,Harvey Hilderbran,133,875,15,Comptroller,Republican
GONZALES,Harvey Hilderbran,337,1511,22,Comptroller,Republican
GRAY,Harvey Hilderbran,704,1941,36,Comptroller,Republican
GRAYSON,Harvey Hilderbran,2344,9169,26,Comptroller,Republican
GREGG,Harvey Hilderbran,2473,7124,35,Comptroller,Republican
GRIMES,Harvey Hilderbran,387,1512,26,Comptroller,Republican
GUADALUPE,Harvey Hilderbran,3550,10354,34,Comptroller,Republican
