COUNTY,CANDIDATE,VOTES,TOTAL,PCT,RACE
HIDALGO,Tommy Merritt,912,5230,17,Agriculture
HILL,Tommy Merritt,1001,5054,20,Agriculture
HOCKLEY,Tommy Merritt,313,1584,20,Agriculture
HOOD,Tommy Merritt,1404,7107,20,Agriculture
HOPKINS,Tommy Merritt,521,2726,19,Agriculture
HOUSTON,Tommy Merritt,355,1586,22,Agriculture
HOWARD,Tommy Merritt,632,2605,24,Agriculture
HUDSPETH,Tommy Merritt,0,0,0,Agriculture
HUNT,Tommy Merritt,1187,6850,17,Agriculture
HUTCHINSON,Tommy Merritt,485,2135,23,Agriculture
IRION,Tommy Merritt,40,207,19,Agriculture
JACK,Tommy Merritt,93,787,12,Agriculture
JACKSON,Tommy Merritt,182,1098,17,Agriculture
JASPER,Tommy Merritt,653,2012,32,Agriculture
JEFF DAVIS,Tommy Merritt,31,199,16,Agriculture
JEFFERSON,Tommy Merritt,1941,8938,22,Agriculture
JIM HOGG,Tommy Merritt,2,9,22,Agriculture
JIM WELLS,Tommy Merritt,82,517,16,Agriculture
JOHNSON,Tommy Merritt,1683,10641,16,Agriculture
JONES,Tommy Merritt,248,1502,17,Agriculture
KARNES,Tommy Merritt,20,338,6,Agriculture
KAUFMAN,Tommy Merritt,1472,8196,18,Agriculture
KENDALL,Tommy Merritt,1192,5224,23,Agriculture
KENEDY,Tommy Merritt,2,14,14,Agriculture
KENT,Tommy Merritt,19,95,20,Agriculture
KERR,Tommy Merritt,2252,7364,31,Agriculture
KIMBLE,Tommy Merritt,275,901,31,Agriculture
KING,Tommy Merritt,6,48,13,Agriculture
KINNEY,Tommy Merritt,36,275,13,Agriculture
KLEBERG,Tommy Merritt,134,780,17,Agriculture
KNOX,Tommy Merritt,62,391,16,Agriculture
LAMAR,Tommy Merritt,1483,4662,32,Agriculture
LAMB,Tommy Merritt,166,1207,14,Agriculture
LAMPASAS,Tommy Merritt,392,2220,18,Agriculture
LA SALLE,Tommy Merritt,2,7,29,Agriculture
LAVACA,Tommy Merritt,163,2129,8,Agriculture
LEE,Tommy Merritt,162,949,17,Agriculture
LEON,Tommy Merritt,409,2309,18,Agriculture
LIBERTY,Tommy Merritt,1645,5901,28,Agriculture
LIMESTONE,Tommy Merritt,393,2012,20,Agriculture
LIPSCOMB,Tommy Merritt,171,545,31,Agriculture
LIVE OAK,Tommy Merritt,68,742,9,Agriculture
LLANO,Tommy Merritt,895,3464,26,Agriculture
LOVING,Tommy Merritt,2,7,29,Agriculture
LUBBOCK,Tommy Merritt,5927,20681,29,Agriculture
LYNN,Tommy Merritt,213,893,24,Agriculture
MADISON,Tommy Merritt,308,1495,21,Agriculture
MARION,Tommy Merritt,249,607,41,Agriculture
MARTIN,Tommy Merritt,148,653,23,Agriculture
MASON,Tommy Merritt,232,902,26,Agriculture
MATAGORDA,Tommy Merritt,224,1584,14,Agriculture
MAVERICK,Tommy Merritt,17,74,23,Agriculture
MCCULLOCH,Tommy Merritt,97,1485,7,Agriculture
MCLENNAN,Tommy Merritt,2394,10163,24,Agriculture
MCMULLEN,Tommy Merritt,10,135,7,Agriculture
MEDINA,Tommy Merritt,589,3748,16,Agriculture
MENARD,Tommy Merritt,82,415,20,Agriculture
MIDLAND,Tommy Merritt,2391,10792,22,Agriculture
MILAM,Tommy Merritt,337,2104,16,Agriculture
MILLS,Tommy Merritt,62,737,8,Agriculture
MITCHELL,Tommy Merritt,178,624,29,Agriculture
MONTAGUE,Tommy Merritt,468,2427,19,Agriculture
MONTGOMERY,Tommy Merritt,5140,38584,13,Agriculture
MOORE,Tommy Merritt,359,1218,29,Agriculture
MORRIS,Tommy Merritt,230,552,42,Agriculture
MOTLEY,Tommy Merritt,35,171,20,Agriculture
NACOGDOCHES,Tommy Merritt,1542,4735,33,Agriculture
NAVARRO,Tommy Merritt,463,3889,12,Agriculture
NEWTON,Tommy Merritt,121,420,29,Agriculture
NOLAN,Tommy Merritt,218,919,24,Agriculture
NUECES,Tommy Merritt,1679,10848,15,Agriculture
OCHILTREE,Tommy Merritt,340,846,40,Agriculture
OLDHAM,Tommy Merritt,74,354,21,Agriculture
ORANGE,Tommy Merritt,2857,6886,41,Agriculture
PALO PINTO,Tommy Merritt,424,2706,16,Agriculture
PANOLA,Tommy Merritt,1435,3059,47,Agriculture
PARKER,Tommy Merritt,2160,11730,18,Agriculture
PARMER,Tommy Merritt,204,774,26,Agriculture
PECOS,Tommy Merritt,74,539,14,Agriculture
POLK,Tommy Merritt,929,4893,19,Agriculture
POTTER,Tommy Merritt,1805,6301,29,Agriculture
PRESIDIO,Tommy Merritt,5,13,38,Agriculture
RAINS,Tommy Merritt,186,1074,17,Agriculture
RANDALL,Tommy Merritt,3334,12220,27,Agriculture
REAGAN,Tommy Merritt,54,239,23,Agriculture
REAL,Tommy Merritt,202,807,25,Agriculture
RED RIVER,Tommy Merritt,316,1274,25,Agriculture
REEVES,Tommy Merritt,0,0,0,Agriculture
REFUGIO,Tommy Merritt,80,508,16,Agriculture
ROBERTS,Tommy Merritt,73,258,28,Agriculture
ROBERTSON,Tommy Merritt,231,1097,21,Agriculture
ROCKWALL,Tommy Merritt,1462,7070,21,Agriculture
RUNNELS,Tommy Merritt,346,1417,24,Agriculture
RUSK,Tommy Merritt,2319,4352,53,Agriculture
SABINE,Tommy Merritt,545,1423,38,Agriculture
SAN AUGUSTINE,Tommy Merritt,171,616,28,Agriculture
SAN JACINTO,Tommy Merritt,325,2287,14,Agriculture
SAN PATRICIO,Tommy Merritt,319,2551,13,Agriculture
SAN SABA,Tommy Merritt,71,871,8,Agriculture
SCHLEICHER,Tommy Merritt,71,367,19,Agriculture
SCURRY,Tommy Merritt,542,1493,36,Agriculture
SHACKELFORD,Tommy Merritt,65,403,16,Agriculture
SHELBY,Tommy Merritt,702,2430,29,Agriculture
SHERMAN,Tommy Merritt,118,323,37,Agriculture
SMITH,Tommy Merritt,9189,19379,47,Agriculture
SOMERVELL,Tommy Merritt,127,1531,8,Agriculture
STARR,Tommy Merritt,0,0,0,Agriculture
STEPHENS,Tommy Merritt,310,1574,20,Agriculture
STERLING,Tommy Merritt,87,305,29,Agriculture
STONEWALL,Tommy Merritt,14,46,30,Agriculture
SUTTON,Tommy Merritt,94,566,17,Agriculture
SWISHER,Tommy Merritt,72,391,18,Agriculture
TARRANT,Tommy Merritt,14901,83738,18,Agriculture
TAYLOR,Tommy Merritt,3327,10754,31,Agriculture
TERRELL,Tommy Merritt,18,87,21,Agriculture
TERRY,Tommy Merritt,311,1441,22,Agriculture
THROCKMORTON,Tommy Merritt,77,303,25,Agriculture
TITUS,Tommy Merritt,563,1551,36,Agriculture
TOM GREEN,Tommy Merritt,1797,7280,25,Agriculture
TRAVIS,Tommy Merritt,6050,28174,21,Agriculture
TRINITY,Tommy Merritt,447,1995,22,Agriculture
TYLER,Tommy Merritt,637,2061,31,Agriculture
UPSHUR,Tommy Merritt,1910,3779,51,Agriculture
UPTON,Tommy Merritt,20,103,19,Agriculture
UVALDE,Tommy Merritt,76,1344,6,Agriculture
VAL VERDE,Tommy Merritt,212,1041,20,Agriculture
VAN ZANDT,Tommy Merritt,1113,5611,20,Agriculture
VICTORIA,Tommy Merritt,600,5309,11,Agriculture
WALKER,Tommy Merritt,781,4436,18,Agriculture
WALLER,Tommy Merritt,670,3355,20,Agriculture
WARD,Tommy Merritt,123,572,22,Agriculture
WASHINGTON,Tommy Merritt,766,3757,20,Agriculture
WEBB,Tommy Merritt,182,1066,17,Agriculture
WHARTON,Tommy Merritt,354,3306,11,Agriculture
WHEELER,Tommy Merritt,145,593,24,Agriculture
WICHITA,Tommy Merritt,1877,6778,28,Agriculture
WILBARGER,Tommy Merritt,129,712,18,Agriculture
WILLACY,Tommy Merritt,25,117,21,Agriculture
WILLIAMSON,Tommy Merritt,4952,21087,23,Agriculture
WILSON,Tommy Merritt,412,3578,12,Agriculture
WINKLER,Tommy Merritt,162,676,24,Agriculture
WISE,Tommy Merritt,833,5174,16,Agriculture
WOOD,Tommy Merritt,1647,4550,36,Agriculture
YOAKUM,Tommy Merritt,206,754,27,Agriculture
YOUNG,Tommy Merritt,366,1819,20,Agriculture
ZAPATA,Tommy Merritt,0,0,0,Agriculture
ZAVALA,Tommy Merritt,0,0,0,Agriculture
ANDERSON,Wayne Christian,2682,4962,54,RR
ANDREWS,Wayne Christian,413,1184,35,RR
ANGELINA,Wayne Christian,4620,7879,59,RR
ARANSAS,Wayne Christian,977,2569,38,RR
ARCHER,Wayne Christian,490,1082,45,RR
ARMSTRONG,Wayne Christian,207,448,46,RR
ATASCOSA,Wayne Christian,671,1426,47,RR
AUSTIN,Wayne Christian,1155,3080,38,RR
BAILEY,Wayne Christian,182,422,43,RR
BANDERA,Wayne Christian,1038,2556,41,RR
BASTROP,Wayne Christian,1677,4037,42,RR
BAYLOR,Wayne Christian,211,424,50,RR
BEE,Wayne Christian,377,1101,34,RR
BELL,Wayne Christian,4024,11809,34,RR
BEXAR,Wayne Christian,25222,57128,44,RR
BLANCO,Wayne Christian,634,1361,47,RR
BORDEN,Wayne Christian,79,178,44,RR
BOSQUE,Wayne Christian,1122,2237,50,RR
BOWIE,Wayne Christian,4390,7335,60,RR
BRAZORIA,Wayne Christian,5974,16518,36,RR
BRAZOS,Wayne Christian,2659,9042,29,RR
BREWSTER,Wayne Christian,147,416,35,RR
BRISCOE,Wayne Christian,145,272,53,RR
BROOKS,Wayne Christian,0,0,0,RR
BROWN,Wayne Christian,2612,5061,52,RR
BURLESON,Wayne Christian,420,1000,42,RR
BURNET,Wayne Christian,2092,4931,42,RR
CALDWELL,Wayne Christian,449,1086,41,RR
CALHOUN,Wayne Christian,403,868,46,RR
CALLAHAN,Wayne Christian,749,1473,51,RR
CAMERON,Wayne Christian,1491,3444,43,RR
CAMP,Wayne Christian,387,838,46,RR
CARSON,Wayne Christian,432,889,49,RR
CASS,Wayne Christian,1741,2988,58,RR
CASTRO,Wayne Christian,225,534,42,RR
CHAMBERS,Wayne Christian,1521,3465,44,RR
CHEROKEE,Wayne Christian,2172,4440,49,RR
CHILDRESS,Wayne Christian,261,686,38,RR
CLAY,Wayne Christian,458,1181,39,RR
COCHRAN,Wayne Christian,181,548,33,RR
COKE,Wayne Christian,157,440,36,RR
COLEMAN,Wayne Christian,476,1270,37,RR
COLLIN,Wayne Christian,18824,38976,48,RR
COLLINGSWORTH,Wayne Christian,100,206,49,RR
COLORADO,Wayne Christian,771,2005,38,RR
COMAL,Wayne Christian,5675,12932,44,RR
COMANCHE,Wayne Christian,693,1460,47,RR
CONCHO,Wayne Christian,112,320,35,RR
COOKE,Wayne Christian,1875,3969,47,RR
CORYELL,Wayne Christian,1264,3328,38,RR
COTTLE,Wayne Christian,56,166,34,RR
CRANE,Wayne Christian,300,496,60,RR
CROCKETT,Wayne Christian,22,53,42,RR
CROSBY,Wayne Christian,97,249,39,RR
CULBERSON,Wayne Christian,14,19,74,RR
DALLAM,Wayne Christian,170,404,42,RR
DALLAS,Wayne Christian,29814,72423,41,RR
DAWSON,Wayne Christian,386,1291,30,RR
DEAF SMITH,Wayne Christian,680,1751,39,RR
DELTA,Wayne Christian,424,788,54,RR
DENTON,Wayne Christian,16633,34358,48,RR
DE WITT,Wayne Christian,530,1319,40,RR
DICKENS,Wayne Christian,150,419,36,RR
DIMMIT,Wayne Christian,17,28,61,RR
DONLEY,Wayne Christian,323,651,50,RR
DUVAL,Wayne Christian,0,0,0,RR
EASTLAND,Wayne Christian,1152,2238,51,RR
ECTOR,Wayne Christian,2896,6948,42,RR
EDWARDS,Wayne Christian,95,251,38,RR
ELLIS,Wayne Christian,5303,11698,45,RR
EL PASO,Wayne Christian,3055,8917,34,RR
ERATH,Wayne Christian,1537,3233,48,RR
FALLS,Wayne Christian,305,879,35,RR
FANNIN,Wayne Christian,1072,2257,47,RR
FAYETTE,Wayne Christian,1199,3329,36,RR
FISHER,Wayne Christian,123,204,60,RR
FLOYD,Wayne Christian,368,824,45,RR
FOARD,Wayne Christian,0,0,0,RR
FORT BEND,Wayne Christian,10502,25252,42,RR
FRANKLIN,Wayne Christian,538,1219,44,RR
FREESTONE,Wayne Christian,813,1954,42,RR
FRIO,Wayne Christian,0,0,0,RR
GAINES,Wayne Christian,543,1260,43,RR
GALVESTON,Wayne Christian,5062,16450,31,RR
GARZA,Wayne Christian,190,499,38,RR
GILLESPIE,Wayne Christian,1254,3532,36,RR
GLASSCOCK,Wayne Christian,57,166,34,RR
GOLIAD,Wayne Christian,311,765,41,RR
GONZALES,Wayne Christian,661,1392,47,RR
GRAY,Wayne Christian,844,1870,45,RR
GRAYSON,Wayne Christian,4468,9036,49,RR
GREGG,Wayne Christian,3116,7135,44,RR
GRIMES,Wayne Christian,599,1456,41,RR
GUADALUPE,Wayne Christian,3743,9820,38,RR
HALE,Wayne Christian,907,2144,42,RR
HALL,Wayne Christian,74,174,43,RR
HAMILTON,Wayne Christian,484,1068,45,RR
HANSFORD,Wayne Christian,320,851,38,RR
HARDEMAN,Wayne Christian,50,157,32,RR
HARDIN,Wayne Christian,2787,6134,45,RR
HARRIS,Wayne Christian,41357,124108,33,RR
HARRISON,Wayne Christian,2981,4624,64,RR
HARTLEY,Wayne Christian,277,718,39,RR
HASKELL,Wayne Christian,140,241,58,RR
HAYS,Wayne Christian,3288,7084,46,RR
HEMPHILL,Wayne Christian,204,432,47,RR
HENDERSON,Wayne Christian,3723,7601,49,RR
HIDALGO,Wayne Christian,1861,5169,36,RR
HILL,Wayne Christian,2111,4811,44,RR
HOCKLEY,Wayne Christian,660,1580,42,RR
HOOD,Wayne Christian,3231,6911,47,RR
HOPKINS,Wayne Christian,1149,2534,45,RR
HOUSTON,Wayne Christian,898,1599,56,RR
HOWARD,Wayne Christian,972,2587,38,RR
HUDSPETH,Wayne Christian,0,0,0,RR
HUNT,Wayne Christian,3221,6531,49,RR
HUTCHINSON,Wayne Christian,989,2149,46,RR
IRION,Wayne Christian,91,199,46,RR
JACK,Wayne Christian,343,753,46,RR
JACKSON,Wayne Christian,466,1057,44,RR
JASPER,Wayne Christian,1480,2218,67,RR
JEFF DAVIS,Wayne Christian,50,191,26,RR
JEFFERSON,Wayne Christian,3215,9056,36,RR
JIM HOGG,Wayne Christian,3,9,33,RR
JIM WELLS,Wayne Christian,233,491,47,RR
JOHNSON,Wayne Christian,5756,10469,55,RR
JONES,Wayne Christian,566,1492,38,RR
KARNES,Wayne Christian,135,306,44,RR
KAUFMAN,Wayne Christian,4311,8078,53,RR
KENDALL,Wayne Christian,2364,5052,47,RR
KENEDY,Wayne Christian,8,14,57,RR
KENT,Wayne Christian,43,96,45,RR
KERR,Wayne Christian,2390,7251,33,RR
KIMBLE,Wayne Christian,330,847,39,RR
KING,Wayne Christian,21,51,41,RR
KINNEY,Wayne Christian,102,272,38,RR
KLEBERG,Wayne Christian,359,768,47,RR
KNOX,Wayne Christian,131,382,34,RR
LAMAR,Wayne Christian,1857,4481,41,RR
LAMB,Wayne Christian,469,1159,40,RR
LAMPASAS,Wayne Christian,1044,2149,49,RR
LA SALLE,Wayne Christian,6,6,100,RR
LAVACA,Wayne Christian,682,2061,33,RR
LEE,Wayne Christian,363,960,38,RR
LEON,Wayne Christian,854,2341,36,RR
LIBERTY,Wayne Christian,2408,5767,42,RR
LIMESTONE,Wayne Christian,774,2008,39,RR
LIPSCOMB,Wayne Christian,227,531,43,RR
LIVE OAK,Wayne Christian,275,716,38,RR
LLANO,Wayne Christian,1522,3405,45,RR
LOVING,Wayne Christian,3,9,33,RR
LUBBOCK,Wayne Christian,8921,20816,43,RR
LYNN,Wayne Christian,255,871,29,RR
MADISON,Wayne Christian,714,1460,49,RR
MARION,Wayne Christian,336,601,56,RR
MARTIN,Wayne Christian,234,635,37,RR
MASON,Wayne Christian,382,884,43,RR
MATAGORDA,Wayne Christian,624,1520,41,RR
MAVERICK,Wayne Christian,32,72,44,RR
MCCULLOCH,Wayne Christian,319,1409,23,RR
MCLENNAN,Wayne Christian,3679,10085,36,RR
MCMULLEN,Wayne Christian,55,119,46,RR
MEDINA,Wayne Christian,1687,3673,46,RR
MENARD,Wayne Christian,125,396,32,RR
MIDLAND,Wayne Christian,4355,11006,40,RR
MILAM,Wayne Christian,780,2075,38,RR
MILLS,Wayne Christian,279,657,42,RR
MITCHELL,Wayne Christian,284,620,46,RR
MONTAGUE,Wayne Christian,1142,2423,47,RR
MONTGOMERY,Wayne Christian,14196,38367,37,RR
MOORE,Wayne Christian,593,1208,49,RR
MORRIS,Wayne Christian,246,525,47,RR
MOTLEY,Wayne Christian,68,166,41,RR
NACOGDOCHES,Wayne Christian,3547,5519,64,RR
NAVARRO,Wayne Christian,1612,3713,43,RR
NEWTON,Wayne Christian,267,435,61,RR
NOLAN,Wayne Christian,404,930,43,RR
NUECES,Wayne Christian,3047,10266,30,RR
OCHILTREE,Wayne Christian,370,840,44,RR
OLDHAM,Wayne Christian,153,343,45,RR
ORANGE,Wayne Christian,2670,6981,38,RR
PALO PINTO,Wayne Christian,932,2605,36,RR
PANOLA,Wayne Christian,2189,3187,69,RR
PARKER,Wayne Christian,5479,11522,48,RR
PARMER,Wayne Christian,362,752,48,RR
PECOS,Wayne Christian,216,540,40,RR
POLK,Wayne Christian,1590,4938,32,RR
POTTER,Wayne Christian,2562,6330,40,RR
PRESIDIO,Wayne Christian,4,12,33,RR
RAINS,Wayne Christian,477,1032,46,RR
RANDALL,Wayne Christian,4713,12171,39,RR
REAGAN,Wayne Christian,90,244,37,RR
REAL,Wayne Christian,316,756,42,RR
RED RIVER,Wayne Christian,545,1188,46,RR
REEVES,Wayne Christian,0,0,0,RR
REFUGIO,Wayne Christian,208,484,43,RR
ROBERTS,Wayne Christian,123,253,49,RR
ROBERTSON,Wayne Christian,489,1093,45,RR
ROCKWALL,Wayne Christian,3120,6848,46,RR
RUNNELS,Wayne Christian,471,1344,35,RR
RUSK,Wayne Christian,2132,4097,52,RR
SABINE,Wayne Christian,1237,1635,76,RR
SAN AUGUSTINE,Wayne Christian,561,744,75,RR
SAN JACINTO,Wayne Christian,876,2228,39,RR
SAN PATRICIO,Wayne Christian,1010,2468,41,RR
SAN SABA,Wayne Christian,386,789,49,RR
SCHLEICHER,Wayne Christian,175,352,50,RR
SCURRY,Wayne Christian,433,1455,30,RR
SHACKELFORD,Wayne Christian,159,391,41,RR
SHELBY,Wayne Christian,2320,3031,77,RR
SHERMAN,Wayne Christian,142,306,46,RR
SMITH,Wayne Christian,8555,18605,46,RR
SOMERVELL,Wayne Christian,631,1307,48,RR
STARR,Wayne Christian,0,0,0,RR
STEPHENS,Wayne Christian,716,1562,46,RR
STERLING,Wayne Christian,96,299,32,RR
STONEWALL,Wayne Christian,24,42,57,RR
SUTTON,Wayne Christian,196,551,36,RR
SWISHER,Wayne Christian,189,380,50,RR
TARRANT,Wayne Christian,43780,83015,53,RR
TAYLOR,Wayne Christian,4721,10806,44,RR
TERRELL,Wayne Christian,34,86,40,RR
TERRY,Wayne Christian,504,1451,35,RR
THROCKMORTON,Wayne Christian,101,294,34,RR
TITUS,Wayne Christian,746,1500,50,RR
TOM GREEN,Wayne Christian,3065,7190,43,RR
TRAVIS,Wayne Christian,9964,28216,35,RR
TRINITY,Wayne Christian,1125,2039,55,RR
TYLER,Wayne Christian,897,2144,42,RR
UPSHUR,Wayne Christian,1788,3503,51,RR
UPTON,Wayne Christian,53,101,52,RR
UVALDE,Wayne Christian,572,1149,50,RR
VAL VERDE,Wayne Christian,502,1028,49,RR
VAN ZANDT,Wayne Christian,2489,5380,46,RR
VICTORIA,Wayne Christian,2285,5143,44,RR
WALKER,Wayne Christian,1753,4345,40,RR
WALLER,Wayne Christian,1240,3306,38,RR
WARD,Wayne Christian,261,588,44,RR
WASHINGTON,Wayne Christian,1211,3691,33,RR
WEBB,Wayne Christian,355,1052,34,RR
WHARTON,Wayne Christian,1347,3131,43,RR
WHEELER,Wayne Christian,300,583,51,RR
WICHITA,Wayne Christian,2879,6779,42,RR
WILBARGER,Wayne Christian,270,704,38,RR
WILLACY,Wayne Christian,54,116,47,RR
WILLIAMSON,Wayne Christian,7710,21120,37,RR
WILSON,Wayne Christian,1549,3364,46,RR
WINKLER,Wayne Christian,259,699,37,RR
WISE,Wayne Christian,2547,5037,51,RR
WOOD,Wayne Christian,2276,4477,51,RR
YOAKUM,Wayne Christian,327,751,44,RR
YOUNG,Wayne Christian,1101,1915,57,RR
ZAPATA,Wayne Christian,0,0,0,RR
ZAVALA,Wayne Christian,0,0,0,RR
ANDERSON,Ryan Sitton,1155,4962,23,RR
ANDREWS,Ryan Sitton,441,1184,37,RR
ANGELINA,Ryan Sitton,2341,7879,30,RR
ARANSAS,Ryan Sitton,661,2569,26,RR
ARCHER,Ryan Sitton,192,1082,18,RR
ARMSTRONG,Ryan Sitton,113,448,25,RR
ATASCOSA,Ryan Sitton,354,1426,25,RR
AUSTIN,Ryan Sitton,656,3080,21,RR
BAILEY,Ryan Sitton,164,422,39,RR
BANDERA,Ryan Sitton,660,2556,26,RR
BASTROP,Ryan Sitton,1157,4037,29,RR
BAYLOR,Ryan Sitton,77,424,18,RR
BEE,Ryan Sitton,324,1101,29,RR
BELL,Ryan Sitton,4947,11809,42,RR
BEXAR,Ryan Sitton,16565,57128,29,RR
BLANCO,Ryan Sitton,357,1361,26,RR
BORDEN,Ryan Sitton,56,178,31,RR
BOSQUE,Ryan Sitton,494,2237,22,RR
BOWIE,Ryan Sitton,1301,7335,18,RR
BRAZORIA,Ryan Sitton,5588,16518,34,RR
BRAZOS,Ryan Sitton,2767,9042,31,RR
BREWSTER,Ryan Sitton,114,416,27,RR
BRISCOE,Ryan Sitton,52,272,19,RR
BROOKS,Ryan Sitton,0,0,0,RR
BROWN,Ryan Sitton,1110,5061,22,RR
BURLESON,Ryan Sitton,263,1000,26,RR
BURNET,Ryan Sitton,1457,4931,30,RR
CALDWELL,Ryan Sitton,264,1086,24,RR
CALHOUN,Ryan Sitton,191,868,22,RR
CALLAHAN,Ryan Sitton,390,1473,26,RR
CAMERON,Ryan Sitton,920,3444,27,RR
CAMP,Ryan Sitton,247,838,29,RR
CARSON,Ryan Sitton,174,889,20,RR
CASS,Ryan Sitton,542,2988,18,RR
CASTRO,Ryan Sitton,178,534,33,RR
CHAMBERS,Ryan Sitton,920,3465,27,RR
CHEROKEE,Ryan Sitton,1207,4440,27,RR
CHILDRESS,Ryan Sitton,203,686,30,RR
CLAY,Ryan Sitton,367,1181,31,RR
COCHRAN,Ryan Sitton,209,548,38,RR
COKE,Ryan Sitton,130,440,30,RR
COLEMAN,Ryan Sitton,424,1270,33,RR
COLLIN,Ryan Sitton,10556,38976,27,RR
COLLINGSWORTH,Ryan Sitton,50,206,24,RR
COLORADO,Ryan Sitton,466,2005,23,RR
COMAL,Ryan Sitton,4129,12932,32,RR
COMANCHE,Ryan Sitton,423,1460,29,RR
CONCHO,Ryan Sitton,106,320,33,RR
COOKE,Ryan Sitton,1026,3969,26,RR
CORYELL,Ryan Sitton,1008,3328,30,RR
COTTLE,Ryan Sitton,80,166,48,RR
CRANE,Ryan Sitton,88,496,18,RR
CROCKETT,Ryan Sitton,10,53,19,RR
CROSBY,Ryan Sitton,91,249,37,RR
CULBERSON,Ryan Sitton,1,19,5,RR
DALLAM,Ryan Sitton,109,404,27,RR
DALLAS,Ryan Sitton,26489,72423,37,RR
DAWSON,Ryan Sitton,526,1291,41,RR
DEAF SMITH,Ryan Sitton,520,1751,30,RR
DELTA,Ryan Sitton,160,788,20,RR
DENTON,Ryan Sitton,8857,34358,26,RR
DE WITT,Ryan Sitton,269,1319,20,RR
DICKENS,Ryan Sitton,91,419,22,RR
DIMMIT,Ryan Sitton,5,28,18,RR
DONLEY,Ryan Sitton,125,651,19,RR
DUVAL,Ryan Sitton,0,0,0,RR
EASTLAND,Ryan Sitton,578,2238,26,RR
ECTOR,Ryan Sitton,2594,6948,37,RR
EDWARDS,Ryan Sitton,65,251,26,RR
ELLIS,Ryan Sitton,3710,11698,32,RR
EL PASO,Ryan Sitton,2808,8917,31,RR
ERATH,Ryan Sitton,906,3233,28,RR
FALLS,Ryan Sitton,300,879,34,RR
FANNIN,Ryan Sitton,621,2257,28,RR
FAYETTE,Ryan Sitton,667,3329,20,RR
FISHER,Ryan Sitton,39,204,19,RR
FLOYD,Ryan Sitton,171,824,21,RR
FOARD,Ryan Sitton,0,0,0,RR
FORT BEND,Ryan Sitton,8157,25252,32,RR
FRANKLIN,Ryan Sitton,351,1219,29,RR
FREESTONE,Ryan Sitton,640,1954,33,RR
FRIO,Ryan Sitton,0,0,0,RR
GAINES,Ryan Sitton,447,1260,35,RR
GALVESTON,Ryan Sitton,7624,16450,46,RR
GARZA,Ryan Sitton,188,499,38,RR
GILLESPIE,Ryan Sitton,795,3532,23,RR
GLASSCOCK,Ryan Sitton,31,166,19,RR
GOLIAD,Ryan Sitton,172,765,22,RR
GONZALES,Ryan Sitton,262,1392,19,RR
GRAY,Ryan Sitton,456,1870,24,RR
GRAYSON,Ryan Sitton,2441,9036,27,RR
GREGG,Ryan Sitton,2556,7135,36,RR
GRIMES,Ryan Sitton,360,1456,25,RR
GUADALUPE,Ryan Sitton,3181,9820,32,RR
HALE,Ryan Sitton,706,2144,33,RR
HALL,Ryan Sitton,41,174,24,RR
HAMILTON,Ryan Sitton,273,1068,26,RR
HANSFORD,Ryan Sitton,202,851,24,RR
HARDEMAN,Ryan Sitton,58,157,37,RR
HARDIN,Ryan Sitton,1658,6134,27,RR
HARRIS,Ryan Sitton,47258,124108,38,RR
HARRISON,Ryan Sitton,905,4624,20,RR
HARTLEY,Ryan Sitton,205,718,29,RR
HASKELL,Ryan Sitton,53,241,22,RR
HAYS,Ryan Sitton,1726,7084,24,RR
HEMPHILL,Ryan Sitton,88,432,20,RR
HENDERSON,Ryan Sitton,1988,7601,26,RR
HIDALGO,Ryan Sitton,1678,5169,32,RR
HILL,Ryan Sitton,1321,4811,27,RR
HOCKLEY,Ryan Sitton,475,1580,30,RR
HOOD,Ryan Sitton,1744,6911,25,RR
HOPKINS,Ryan Sitton,646,2534,25,RR
HOUSTON,Ryan Sitton,424,1599,27,RR
HOWARD,Ryan Sitton,797,2587,31,RR
HUDSPETH,Ryan Sitton,0,0,0,RR
HUNT,Ryan Sitton,1492,6531,23,RR
HUTCHINSON,Ryan Sitton,520,2149,24,RR
IRION,Ryan Sitton,59,199,30,RR
JACK,Ryan Sitton,226,753,30,RR
JACKSON,Ryan Sitton,261,1057,25,RR
JASPER,Ryan Sitton,322,2218,15,RR
JEFF DAVIS,Ryan Sitton,68,191,36,RR
JEFFERSON,Ryan Sitton,3353,9056,37,RR
JIM HOGG,Ryan Sitton,4,9,44,RR
JIM WELLS,Ryan Sitton,132,491,27,RR
JOHNSON,Ryan Sitton,2155,10469,21,RR
JONES,Ryan Sitton,487,1492,33,RR
KARNES,Ryan Sitton,70,306,23,RR
KAUFMAN,Ryan Sitton,1532,8078,19,RR
KENDALL,Ryan Sitton,1029,5052,20,RR
KENEDY,Ryan Sitton,3,14,21,RR
KENT,Ryan Sitton,32,96,33,RR
KERR,Ryan Sitton,2383,7251,33,RR
KIMBLE,Ryan Sitton,218,847,26,RR
KING,Ryan Sitton,9,51,18,RR
KINNEY,Ryan Sitton,57,272,21,RR
KLEBERG,Ryan Sitton,199,768,26,RR
KNOX,Ryan Sitton,165,382,43,RR
LAMAR,Ryan Sitton,1533,4481,34,RR
LAMB,Ryan Sitton,392,1159,34,RR
LAMPASAS,Ryan Sitton,481,2149,22,RR
LA SALLE,Ryan Sitton,0,6,0,RR
LAVACA,Ryan Sitton,566,2061,27,RR
LEE,Ryan Sitton,330,960,34,RR
LEON,Ryan Sitton,924,2341,39,RR
